284660200,준오헤어 삼성역점
1028771101,중앙해장
736890635,청담 쥬안
305386848,지호한방삼계탕
1034928796,진가방
1015220357,쭈불&쭈불 코엑스
289753695,Zzim
1025861662,차돌이네 무한리필
1022214216,창조관 싹아트센터
515232,천미향
277593703,철도회관
273312773,청송오리구이
1034630737,초량 돼지
1522576207973856,초원족발
280647671,치킨뱅이
918860378233238,Chinnmeal
1034337331,카페427
259616349,코엑스 카페마마스
253811692,청담 Caffe Bene
286184872,카페베네 코엑스사거리점
447956161,Cafe J Holic 카페제이홀릭
1025487872,캘리포니아 피자 키친 코엑스점
411037501,캡스
494394,커피공장 103
267394175,삼성동 커피 볶는집
257526157,커피빈 봉은사거리점
259721876,커피빈 삼성로점
281926987,삼성동커피빈
267880979,커피빈 포스코사거리점
1243054762429115,커피스미스 삼성점
252560245,컨벤션 벨라지움
728829840,컴컴 베이커리 카페 CommComm Bakery Cafe
564166857,Kervan Turkish Restaurant - Halal Food
447938232,코나야
244182047,코너스톤 (The Cornerstone)
361493826,신사동 코다차야
138200,COEX Convention & Exhibition Center
347159812,코엑스 아트홀
8261370,코엑스아티움
1019737979,Coworking Space "ZAG POT"
878074198961362,콘타이 용산
1019400759,CREA
385708248473010,크로스핏 강남 삼성점
973392531,크로스핏 어썸
569019673,클래치앤바르도
333303124,타미야
440419304,용산 아이파크 타미야
1023737702,Thai Kitchen, Gangnam
449191738455523,탄천스피드트랙
479185618943271,삼성동 탐라도야지
318567741,강남 Tom n Toms
254904767,탐앤탐스 삼성2호점
338856133,삼성역 탐앤탐스
100554430385266,탑클라우드 52
1023159399,Terarosa - 테라로사
267343632,Table 34 @Grand Intercontinental Hotel
572277116,Tables
1004319675,토투밸리
250284054,톰볼라
1031497138,Two plus Godam
267223178,투썸플레이스 삼성로점
304338726,용산아스테리움 투썸플레이스
363453841,투썸 플레이스 용산
268074678,Coex Twosome Place
1004916812,트레져헌터
414040022,파르나스몰
1033245201,Paris Baquette
105019355,파리스 치킨
282942903,삼성역 파스쿠찌
262202255,파스쿠찌 선릉역
1028838441,팔각정
929140567221567,패스트파이브 삼성점
421063084,Favoris One
1020660721,Hotel Peyto COEX
215589107,평가옥
1012778124,포르시따
1402430849802221,포쉬네일 용산전자랜드점
280478510,FRED
287635259,서백자 프로간장게장 삼성1호점
247545105694769,플레이하우스
1033713834,피벗포인트 비지니스센터
351764491,이태원 Piz Burger
39256610,하나샤브정
1030073642,하남돼지집 삼성코엑스직영점
578658792,하동관 뉴코엑스몰 직영점
1017973746,하이보
287886099,한강 잠실공원
301985741,한국문화의 집(kous)
53478143,한국사회복지사협회
1329080327153256,한국캘리그라피협회
47675353,한방정통삼계탕
463294526,한성문고 파르나스몰점
463466110,한촌설렁탕
106900708,한탕
433783627,할머니국수
1009196401,해물천하조개구이 삼성점
1019913107,해운대소문난암소갈비
1209659819073531,Hummus Kitchen 코엑스
558557,헌혈의 집 코엑스센터
253586538,현대백화점 무역센터점 문화센터
1026843163,현대백화점 천호점 루비홀
242741642,현대백화점 Club Jasmin
339000736,용산 아이파크몰 현대옥
83107377,현대프라임 스포츠센터
335355108,현백 수하동
7843818,현선이네 용산맵떡
567953614,현충원
22014156,Hotel The Designers
283472188675579,홍대개미 용산역점
264628509,삼성동 홍백
515542395301078,삼성동 황소곱창
